shipment_id,order_id,item_id,carrier,tracking_number,tracking_url,shipped_date,estimated_delivery_date,actual_delivery_date,delivery_attempts,last_attempt_date,failed_delivery_reason,shipment_status
143,164,,Servientrega,SER-87938-72729,https://www.servientrega.com/rastreo/SER-87938-72729,2026-01-08 09:00:00,2026-01-17,2026-01-14,1,2026-01-09 09:00:00,,delivered
144,165,,Envía,ENV-27391-30732,https://www.envia.co/rastreo/ENV-27391-30732,2025-05-01 01:00:00,2025-05-11,2025-05-03,1,2025-05-02 01:00:00,,delivered
145,167,,Envía,ENV-67469-12902,https://www.envia.co/rastreo/ENV-67469-12902,2026-01-28 17:00:00,2026-02-02,2026-01-30,2,2026-01-29 17:00:00,Cliente rechazó el paquete,delivered
146,168,,TCC,TCC-49299-35077,https://www.tcc.com.co/rastreo/TCC-49299-35077,2026-01-16 01:00:00,2026-01-25,2026-01-27,1,2026-01-25 01:00:00,,delivered
147,171,,Servientrega,SER-45449-35950,https://www.servientrega.com/rastreo/SER-45449-35950,2025-10-18 21:00:00,2025-10-28,2025-10-26,1,2025-10-26 21:00:00,,delivered
148,172,,Interrapidísimo,INT-13678-23598,https://www.interrapidisimo.com/rastreo/INT-13678-23598,2025-09-05 06:00:00,2025-09-15,2025-09-09,1,2025-09-12 06:00:00,,delivered
149,173,,Interrapidísimo,INT-76644-14504,https://www.interrapidisimo.com/rastreo/INT-76644-14504,2025-06-20 22:00:00,2025-06-30,2025-06-23,3,2025-06-29 22:00:00,Cliente solicitó reprogramación,delivered
150,174,,Servientrega,SER-12552-34287,https://www.servientrega.com/rastreo/SER-12552-34287,2025-09-20 07:00:00,2025-09-27,2025-09-23,2,2025-09-24 07:00:00,Cliente rechazó el paquete,delivered
151,175,,Envía,ENV-40395-38458,https://www.envia.co/rastreo/ENV-40395-38458,2025-05-27 19:00:00,2025-06-06,2025-05-28,2,2025-05-28 19:00:00,No se encontró a nadie en la dirección,returned_to_sender
152,176,,Servientrega,SER-10739-64935,https://www.servientrega.com/rastreo/SER-10739-64935,2025-06-20 01:00:00,2025-06-30,2025-06-22,1,2025-06-29 01:00:00,,delivered
153,178,,Servientrega,SER-41218-53729,https://www.servientrega.com/rastreo/SER-41218-53729,2025-03-08 04:00:00,2025-03-13,2025-03-13,1,2025-03-10 04:00:00,,delivered
154,179,524,TCC,TCC-68712-46365,https://www.tcc.com.co/rastreo/TCC-68712-46365,2025-03-23 07:00:00,2025-03-30,2025-03-25,1,2025-03-27 07:00:00,,delivered
155,180,,Envía,ENV-52595-23891,https://www.envia.co/rastreo/ENV-52595-23891,2025-04-02 17:00:00,2025-04-04,2025-04-03,1,2025-04-03 17:00:00,,delivered
156,181,,Coordinadora,COO-99919-52963,https://www.coordinadora.com/rastreo/COO-99919-52963,2025-09-08 18:00:00,2025-09-17,2025-09-19,1,2025-09-12 18:00:00,,delivered
157,183,532,TCC,TCC-91506-18679,https://www.tcc.com.co/rastreo/TCC-91506-18679,2025-12-25 01:00:00,2026-01-04,2025-12-26,1,2025-12-31 01:00:00,,delivered
158,185,,TCC,TCC-60870-64656,https://www.tcc.com.co/rastreo/TCC-60870-64656,2026-01-06 16:00:00,2026-01-14,2026-01-10,1,2026-01-13 16:00:00,,delivered
159,188,,TCC,TCC-35939-14016,https://www.tcc.com.co/rastreo/TCC-35939-14016,2025-12-08 17:00:00,2025-12-18,2025-12-19,2,2025-12-10 17:00:00,Dirección incorrecta o inexistente,delivered
160,189,556,TCC,TCC-59247-14005,https://www.tcc.com.co/rastreo/TCC-59247-14005,2025-11-15 06:00:00,2025-11-21,2025-11-19,1,2025-11-18 06:00:00,,delivered
161,190,,Envía,ENV-30260-58564,https://www.envia.co/rastreo/ENV-30260-58564,2025-03-23 18:00:00,2025-03-28,2025-03-28,1,2025-03-27 18:00:00,,returned_to_sender
162,191,,Coordinadora,COO-52865-56568,https://www.coordinadora.com/rastreo/COO-52865-56568,2025-06-23 09:00:00,2025-07-03,2025-07-02,3,2025-07-02 09:00:00,Cliente rechazó el paquete,delivered
163,192,,TCC,TCC-81046-68943,https://www.tcc.com.co/rastreo/TCC-81046-68943,2025-05-16 13:00:00,2025-05-20,2025-05-17,1,2025-05-19 13:00:00,,delivered
164,193,,Servientrega,SER-10111-75273,https://www.servientrega.com/rastreo/SER-10111-75273,2025-05-06 10:00:00,2025-05-16,2025-05-13,1,2025-05-14 10:00:00,,delivered
165,194,,TCC,TCC-70164-25026,https://www.tcc.com.co/rastreo/TCC-70164-25026,2025-07-06 09:00:00,2025-07-16,2025-07-17,2,2025-07-11 09:00:00,Cliente solicitó reprogramación,delivered
166,195,,Servientrega,SER-66938-19218,https://www.servientrega.com/rastreo/SER-66938-19218,2025-10-13 23:00:00,2025-10-22,2025-10-21,1,2025-10-17 23:00:00,,delivered
167,196,,TCC,TCC-35328-34779,https://www.tcc.com.co/rastreo/TCC-35328-34779,2025-04-01 05:00:00,2025-04-09,2025-04-05,1,2025-04-09 05:00:00,,delivered
168,197,,TCC,TCC-78210-61348,https://www.tcc.com.co/rastreo/TCC-78210-61348,2025-06-01 11:00:00,2025-06-11,2025-06-02,1,2025-06-09 11:00:00,,delivered
169,199,585,Deprisa,DEP-50429-98644,https://www.deprisa.com/rastreo/DEP-50429-98644,2025-03-07 11:00:00,2025-03-17,2025-03-17,1,2025-03-13 11:00:00,,delivered
170,200,,TCC,TCC-23945-55052,https://www.tcc.com.co/rastreo/TCC-23945-55052,2025-02-28 06:00:00,2025-03-10,2025-03-04,1,2025-03-06 06:00:00,,delivered
171,201,,TCC,TCC-32645-87679,https://www.tcc.com.co/rastreo/TCC-32645-87679,2026-01-19 16:00:00,2026-01-28,2026-01-23,1,2026-01-20 16:00:00,,delivered
172,202,,Envía,ENV-47807-64365,https://www.envia.co/rastreo/ENV-47807-64365,2025-07-12 23:00:00,2025-07-22,2025-07-21,1,2025-07-18 23:00:00,,delivered
173,203,,Deprisa,DEP-18640-45016,https://www.deprisa.com/rastreo/DEP-18640-45016,2025-10-22 03:00:00,2025-10-30,2025-10-27,1,2025-10-28 03:00:00,,delivered
174,204,,Interrapidísimo,INT-93804-22361,https://www.interrapidisimo.com/rastreo/INT-93804-22361,2025-08-19 14:00:00,2025-08-29,2025-08-29,1,2025-08-24 14:00:00,,delivered
175,205,,Deprisa,DEP-10036-25810,https://www.deprisa.com/rastreo/DEP-10036-25810,2025-09-23 21:00:00,2025-10-03,2025-09-24,1,2025-09-24 21:00:00,,delivered
176,206,,Servientrega,SER-98629-52125,https://www.servientrega.com/rastreo/SER-98629-52125,2025-08-11 03:00:00,2025-08-21,2025-08-17,1,2025-08-21 03:00:00,,delivered
177,207,,Coordinadora,COO-26794-89340,https://www.coordinadora.com/rastreo/COO-26794-89340,2025-03-12 08:00:00,2025-03-19,2025-03-13,1,2025-03-19 08:00:00,,delivered
178,208,621,TCC,TCC-31454-14638,https://www.tcc.com.co/rastreo/TCC-31454-14638,2025-10-20 06:00:00,2025-10-26,2025-10-27,1,2025-10-23 06:00:00,,delivered
179,209,,TCC,TCC-49047-92835,https://www.tcc.com.co/rastreo/TCC-49047-92835,2026-01-05 20:00:00,2026-01-12,2026-01-10,1,2026-01-10 20:00:00,,returned_to_sender
180,210,,Coordinadora,COO-61134-37144,https://www.coordinadora.com/rastreo/COO-61134-37144,2025-03-06 21:00:00,2025-03-11,2025-03-10,1,2025-03-10 21:00:00,,delivered
181,211,,Deprisa,DEP-76962-13753,https://www.deprisa.com/rastreo/DEP-76962-13753,2025-11-25 00:00:00,2025-11-29,2025-11-26,3,2025-11-28 00:00:00,Dirección incorrecta o inexistente,delivered
182,213,,Deprisa,DEP-37660-57546,https://www.deprisa.com/rastreo/DEP-37660-57546,2025-11-25 01:00:00,2025-12-03,2025-12-01,1,2025-11-30 01:00:00,,delivered
183,215,,Deprisa,DEP-87369-23708,https://www.deprisa.com/rastreo/DEP-87369-23708,2025-04-23 08:00:00,2025-04-30,2025-05-01,2,2025-04-26 08:00:00,Horario de entrega no compatible,delivered
184,216,,Coordinadora,COO-63054-52965,https://www.coordinadora.com/rastreo/COO-63054-52965,2025-08-03 06:00:00,2025-08-07,2025-08-08,3,2025-08-05 06:00:00,Cliente solicitó reprogramación,delivered
185,217,,Interrapidísimo,INT-60415-87105,https://www.interrapidisimo.com/rastreo/INT-60415-87105,2025-09-11 03:00:00,2025-09-21,2025-09-15,2,2025-09-14 03:00:00,Dirección incorrecta o inexistente,delivered
186,218,,TCC,TCC-25301-94554,https://www.tcc.com.co/rastreo/TCC-25301-94554,2025-11-05 03:00:00,2025-11-09,2025-11-08,1,2025-11-07 03:00:00,,delivered
187,219,,Deprisa,DEP-77403-80677,https://www.deprisa.com/rastreo/DEP-77403-80677,2025-08-24 05:00:00,2025-09-03,2025-09-01,1,2025-08-26 05:00:00,,returned_to_sender
188,221,,Coordinadora,COO-90833-29926,https://www.coordinadora.com/rastreo/COO-90833-29926,2025-03-21 16:00:00,2025-03-29,2025-03-30,1,2025-03-29 16:00:00,,delivered
189,223,,Coordinadora,COO-31129-71920,https://www.coordinadora.com/rastreo/COO-31129-71920,2025-08-02 05:00:00,2025-08-07,2025-08-06,1,2025-08-03 05:00:00,,delivered
190,224,,Envía,ENV-81073-64096,https://www.envia.co/rastreo/ENV-81073-64096,2025-12-08 01:00:00,2025-12-16,2025-12-09,2,2025-12-14 01:00:00,Zona de difícil acceso,delivered
191,225,,Servientrega,SER-67338-96781,https://www.servientrega.com/rastreo/SER-67338-96781,2026-02-01 16:00:00,2026-02-07,,1,2026-02-03 16:00:00,,shipped
192,226,,Coordinadora,COO-94878-37995,https://www.coordinadora.com/rastreo/COO-94878-37995,2025-04-10 14:00:00,2025-04-20,2025-04-12,2,2025-04-12 14:00:00,Cliente rechazó el paquete,delivered
193,227,668,Coordinadora,COO-19924-68541,https://www.coordinadora.com/rastreo/COO-19924-68541,2025-04-16 18:00:00,2025-04-25,2025-04-24,3,2025-04-24 18:00:00,Dirección incorrecta o inexistente,delivered
194,228,,Servientrega,SER-66752-47031,https://www.servientrega.com/rastreo/SER-66752-47031,2025-11-09 15:00:00,2025-11-16,2025-11-14,2,2025-11-14 15:00:00,Horario de entrega no compatible,delivered
195,229,,Envía,ENV-47142-55609,https://www.envia.co/rastreo/ENV-47142-55609,2025-10-24 09:00:00,2025-11-03,2025-11-01,1,2025-11-03 09:00:00,,delivered
196,230,,Coordinadora,COO-68722-97184,https://www.coordinadora.com/rastreo/COO-68722-97184,2025-07-26 12:00:00,2025-08-05,2025-08-02,1,2025-08-02 12:00:00,,delivered
197,231,,TCC,TCC-72684-80993,https://www.tcc.com.co/rastreo/TCC-72684-80993,2025-04-13 05:00:00,2025-04-23,2025-04-17,1,2025-04-22 05:00:00,,delivered
198,232,,Deprisa,DEP-76401-77853,https://www.deprisa.com/rastreo/DEP-76401-77853,2025-12-24 02:00:00,2026-01-02,2025-12-26,1,2025-12-26 02:00:00,,delivered
199,233,,TCC,TCC-10843-21190,https://www.tcc.com.co/rastreo/TCC-10843-21190,2025-03-21 01:00:00,2025-03-30,2025-03-22,1,2025-03-22 01:00:00,,delivered
200,235,,Servientrega,SER-25555-87742,https://www.servientrega.com/rastreo/SER-25555-87742,2025-03-11 21:00:00,2025-03-17,2025-03-19,1,2025-03-15 21:00:00,,delivered
201,236,,Deprisa,DEP-28736-11544,https://www.deprisa.com/rastreo/DEP-28736-11544,2025-04-19 16:00:00,2025-04-22,2025-04-24,2,2025-04-21 16:00:00,Horario de entrega no compatible,delivered
202,237,,Deprisa,DEP-32618-68494,https://www.deprisa.com/rastreo/DEP-32618-68494,2025-08-01 09:00:00,2025-08-11,2025-08-13,1,2025-08-09 09:00:00,,delivered
203,238,,Coordinadora,COO-53318-53061,https://www.coordinadora.com/rastreo/COO-53318-53061,2025-10-21 05:00:00,2025-10-28,2025-10-27,1,2025-10-22 05:00:00,,delivered
204,239,,Servientrega,SER-53641-91908,https://www.servientrega.com/rastreo/SER-53641-91908,2026-01-22 05:00:00,2026-01-30,2026-01-26,1,2026-01-25 05:00:00,,delivered
205,240,,Envía,ENV-62634-26289,https://www.envia.co/rastreo/ENV-62634-26289,2025-10-20 19:00:00,2025-10-25,2025-10-24,1,2025-10-25 19:00:00,,delivered
206,241,,Servientrega,SER-23517-22373,https://www.servientrega.com/rastreo/SER-23517-22373,2025-03-19 22:00:00,2025-03-29,2025-03-30,1,2025-03-25 22:00:00,,delivered
207,242,,TCC,TCC-27486-69340,https://www.tcc.com.co/rastreo/TCC-27486-69340,2025-08-16 15:00:00,2025-08-24,2025-08-26,1,2025-08-23 15:00:00,,delivered
208,243,,Servientrega,SER-97421-79266,https://www.servientrega.com/rastreo/SER-97421-79266,2025-04-09 10:00:00,2025-04-15,2025-04-14,1,2025-04-11 10:00:00,,delivered
209,244,,Servientrega,SER-87530-66370,https://www.servientrega.com/rastreo/SER-87530-66370,2025-11-26 12:00:00,2025-12-05,2025-11-27,1,2025-11-28 12:00:00,,delivered
210,246,,Envía,ENV-95217-87264,https://www.envia.co/rastreo/ENV-95217-87264,2025-08-15 02:00:00,2025-08-25,2025-08-23,1,2025-08-21 02:00:00,,delivered
211,248,,Coordinadora,COO-18951-82742,https://www.coordinadora.com/rastreo/COO-18951-82742,2025-12-10 17:00:00,2025-12-20,2025-12-18,1,2025-12-17 17:00:00,,delivered
212,249,,Coordinadora,COO-11465-33730,https://www.coordinadora.com/rastreo/COO-11465-33730,2025-04-04 12:00:00,2025-04-10,2025-04-12,1,2025-04-07 12:00:00,,delivered
213,250,,TCC,TCC-22207-94502,https://www.tcc.com.co/rastreo/TCC-22207-94502,2025-08-09 06:00:00,2025-08-19,2025-08-13,1,2025-08-18 06:00:00,,delivered
214,251,,Interrapidísimo,INT-19735-15791,https://www.interrapidisimo.com/rastreo/INT-19735-15791,2025-11-22 00:00:00,2025-12-01,2025-11-27,1,2025-11-30 00:00:00,,delivered
215,253,749,TCC,TCC-63460-25816,https://www.tcc.com.co/rastreo/TCC-63460-25816,2025-11-27 09:00:00,2025-12-03,2025-11-29,1,2025-12-02 09:00:00,,delivered
216,254,,Servientrega,SER-91412-68249,https://www.servientrega.com/rastreo/SER-91412-68249,2025-10-22 07:00:00,2025-11-01,2025-10-27,2,2025-10-27 07:00:00,Zona de difícil acceso,delivered
217,255,758,Envía,ENV-51641-74575,https://www.envia.co/rastreo/ENV-51641-74575,2025-06-15 10:00:00,2025-06-22,2025-06-16,1,2025-06-19 10:00:00,,delivered
218,256,,TCC,TCC-32396-25154,https://www.tcc.com.co/rastreo/TCC-32396-25154,2025-05-27 18:00:00,2025-06-03,2025-05-29,2,2025-06-03 18:00:00,Cliente rechazó el paquete,delivered
219,257,,Interrapidísimo,INT-44946-27348,https://www.interrapidisimo.com/rastreo/INT-44946-27348,2026-01-28 18:00:00,2026-02-07,2026-02-04,1,2026-02-04 18:00:00,,delivered
220,258,,Deprisa,DEP-50416-15615,https://www.deprisa.com/rastreo/DEP-50416-15615,2025-04-27 15:00:00,2025-05-05,2025-05-03,1,2025-04-30 15:00:00,,delivered
221,259,,Coordinadora,COO-16447-47878,https://www.coordinadora.com/rastreo/COO-16447-47878,2025-03-26 22:00:00,2025-04-05,2025-04-06,1,2025-04-03 22:00:00,,delivered
222,260,,Interrapidísimo,INT-92225-82974,https://www.interrapidisimo.com/rastreo/INT-92225-82974,2025-12-19 08:00:00,2025-12-24,2025-12-20,1,2025-12-22 08:00:00,,delivered
223,261,,TCC,TCC-93675-74051,https://www.tcc.com.co/rastreo/TCC-93675-74051,2025-11-06 16:00:00,2025-11-15,2025-11-08,1,2025-11-08 16:00:00,,delivered
224,262,,Interrapidísimo,INT-50044-13396,https://www.interrapidisimo.com/rastreo/INT-50044-13396,2025-12-11 16:00:00,2025-12-21,2025-12-21,1,2025-12-18 16:00:00,,delivered
225,263,780,Coordinadora,COO-64398-62975,https://www.coordinadora.com/rastreo/COO-64398-62975,2025-06-23 16:00:00,2025-07-03,2025-06-28,3,2025-06-28 16:00:00,Dirección incorrecta o inexistente,delivered
226,264,783,Envía,ENV-91640-47737,https://www.envia.co/rastreo/ENV-91640-47737,2025-07-05 04:00:00,2025-07-15,2025-07-09,2,2025-07-10 04:00:00,Edificio cerrado / sin acceso,delivered
227,265,,Servientrega,SER-11673-80957,https://www.servientrega.com/rastreo/SER-11673-80957,2025-12-04 20:00:00,2025-12-09,2025-12-07,3,2025-12-09 20:00:00,Edificio cerrado / sin acceso,delivered
228,266,,Coordinadora,COO-64855-83235,https://www.coordinadora.com/rastreo/COO-64855-83235,2025-11-22 16:00:00,2025-12-02,2025-11-24,2,2025-12-02 16:00:00,Cliente solicitó reprogramación,delivered
229,267,,Coordinadora,COO-21012-74382,https://www.coordinadora.com/rastreo/COO-21012-74382,2025-06-07 05:00:00,2025-06-17,2025-06-12,2,2025-06-16 05:00:00,Dirección incorrecta o inexistente,delivered
230,268,,Coordinadora,COO-35562-73766,https://www.coordinadora.com/rastreo/COO-35562-73766,2025-06-16 19:00:00,2025-06-23,2025-06-21,2,2025-06-21 19:00:00,Dirección incorrecta o inexistente,delivered
231,269,,Coordinadora,COO-54221-91318,https://www.coordinadora.com/rastreo/COO-54221-91318,2026-01-04 19:00:00,2026-01-14,2026-01-14,3,2026-01-09 19:00:00,Cliente solicitó reprogramación,returned_to_sender
232,270,,Interrapidísimo,INT-39595-75550,https://www.interrapidisimo.com/rastreo/INT-39595-75550,2025-05-25 20:00:00,2025-06-04,2025-05-27,2,2025-06-04 20:00:00,Cliente rechazó el paquete,delivered
233,271,806,TCC,TCC-62824-37366,https://www.tcc.com.co/rastreo/TCC-62824-37366,2025-02-17 21:00:00,2025-02-27,2025-02-24,2,2025-02-18 21:00:00,Cliente solicitó reprogramación,delivered
234,272,,Interrapidísimo,INT-40685-22005,https://www.interrapidisimo.com/rastreo/INT-40685-22005,2025-07-04 23:00:00,2025-07-09,2025-07-11,1,2025-07-06 23:00:00,,delivered
235,273,,Interrapidísimo,INT-33493-57126,https://www.interrapidisimo.com/rastreo/INT-33493-57126,2025-04-27 20:00:00,2025-05-04,2025-05-05,1,2025-05-01 20:00:00,,delivered
236,275,,Coordinadora,COO-22127-81999,https://www.coordinadora.com/rastreo/COO-22127-81999,2026-01-31 06:00:00,2026-02-10,2026-02-04,1,2026-02-05 06:00:00,,delivered
237,277,821,Interrapidísimo,INT-62791-34871,https://www.interrapidisimo.com/rastreo/INT-62791-34871,2025-06-03 23:00:00,2025-06-08,2025-06-04,1,2025-06-08 23:00:00,,delivered
238,278,825,Deprisa,DEP-24350-54269,https://www.deprisa.com/rastreo/DEP-24350-54269,2025-12-15 23:00:00,2025-12-25,2025-12-17,1,2025-12-20 23:00:00,,delivered
239,279,,Servientrega,SER-28754-70477,https://www.servientrega.com/rastreo/SER-28754-70477,2026-01-29 04:00:00,2026-02-08,2026-02-10,1,2026-02-07 04:00:00,,returned_to_sender
240,280,,Interrapidísimo,INT-95093-45995,https://www.interrapidisimo.com/rastreo/INT-95093-45995,2025-12-11 09:00:00,2025-12-21,2025-12-20,1,2025-12-14 09:00:00,,delivered
241,281,,Interrapidísimo,INT-27634-33652,https://www.interrapidisimo.com/rastreo/INT-27634-33652,2025-11-04 08:00:00,2025-11-14,2025-11-12,1,2025-11-07 08:00:00,,returned_to_sender
242,282,,TCC,TCC-62090-60327,https://www.tcc.com.co/rastreo/TCC-62090-60327,2025-10-29 10:00:00,2025-11-08,2025-11-10,1,2025-11-01 10:00:00,,delivered
243,283,840,Coordinadora,COO-38807-79406,https://www.coordinadora.com/rastreo/COO-38807-79406,2025-08-09 07:00:00,2025-08-12,2025-08-13,1,2025-08-10 07:00:00,,delivered
244,284,,Envía,ENV-28993-31963,https://www.envia.co/rastreo/ENV-28993-31963,2025-10-04 09:00:00,2025-10-13,2025-10-06,1,2025-10-10 09:00:00,,delivered
245,285,,TCC,TCC-14450-30567,https://www.tcc.com.co/rastreo/TCC-14450-30567,2025-10-03 08:00:00,2025-10-11,2025-10-05,2,2025-10-07 08:00:00,Zona de difícil acceso,returned_to_sender
246,286,,Servientrega,SER-73518-93447,https://www.servientrega.com/rastreo/SER-73518-93447,2025-09-27 07:00:00,2025-10-06,2025-10-04,1,2025-10-01 07:00:00,,delivered
247,287,,Coordinadora,COO-75306-98208,https://www.coordinadora.com/rastreo/COO-75306-98208,2025-08-15 01:00:00,2025-08-25,2025-08-24,1,2025-08-18 01:00:00,,delivered
248,288,,Servientrega,SER-17469-55628,https://www.servientrega.com/rastreo/SER-17469-55628,2025-12-27 22:00:00,2026-01-04,2025-12-31,1,2025-12-28 22:00:00,,delivered
249,289,,Interrapidísimo,INT-54222-24259,https://www.interrapidisimo.com/rastreo/INT-54222-24259,2025-09-04 15:00:00,2025-09-13,2025-09-11,1,2025-09-06 15:00:00,,delivered
250,290,,Deprisa,DEP-96203-13916,https://www.deprisa.com/rastreo/DEP-96203-13916,2025-03-13 07:00:00,2025-03-21,2025-03-14,3,2025-03-18 07:00:00,Cliente solicitó reprogramación,delivered
251,291,,Deprisa,DEP-23389-91001,https://www.deprisa.com/rastreo/DEP-23389-91001,2025-08-31 21:00:00,2025-09-05,2025-09-02,1,2025-09-02 21:00:00,,delivered
252,292,,Servientrega,SER-90123-57948,https://www.servientrega.com/rastreo/SER-90123-57948,2025-03-22 21:00:00,2025-03-27,2025-03-29,2,2025-03-26 21:00:00,Edificio cerrado / sin acceso,delivered
253,293,865,Deprisa,DEP-59063-64661,https://www.deprisa.com/rastreo/DEP-59063-64661,2025-05-08 09:00:00,2025-05-18,2025-05-16,2,2025-05-14 09:00:00,Zona de difícil acceso,delivered
254,294,,Servientrega,SER-25364-73348,https://www.servientrega.com/rastreo/SER-25364-73348,2025-06-22 06:00:00,2025-06-28,2025-06-27,1,2025-06-27 06:00:00,,delivered
255,295,,Envía,ENV-40347-82997,https://www.envia.co/rastreo/ENV-40347-82997,2025-03-04 18:00:00,2025-03-07,2025-03-08,1,2025-03-06 18:00:00,,delivered
256,296,,Interrapidísimo,INT-23898-33470,https://www.interrapidisimo.com/rastreo/INT-23898-33470,2025-10-16 02:00:00,2025-10-26,2025-10-21,1,2025-10-24 02:00:00,,delivered
257,297,,Deprisa,DEP-39150-81070,https://www.deprisa.com/rastreo/DEP-39150-81070,2026-01-31 05:00:00,2026-02-09,2026-02-03,1,2026-02-07 05:00:00,,delivered
258,298,,TCC,TCC-91248-15433,https://www.tcc.com.co/rastreo/TCC-91248-15433,2025-06-12 10:00:00,2025-06-18,2025-06-20,3,2025-06-17 10:00:00,Dirección incorrecta o inexistente,returned_to_sender
259,299,,Deprisa,DEP-28374-58564,https://www.deprisa.com/rastreo/DEP-28374-58564,2025-02-17 16:00:00,2025-02-26,2025-02-26,1,2025-02-20 16:00:00,,delivered
260,300,,Deprisa,DEP-82929-20451,https://www.deprisa.com/rastreo/DEP-82929-20451,2025-12-14 16:00:00,2025-12-24,2025-12-17,2,2025-12-19 16:00:00,No se encontró a nadie en la dirección,delivered
261,301,,TCC,TCC-10915-69650,https://www.tcc.com.co/rastreo/TCC-10915-69650,2025-08-06 18:00:00,2025-08-16,2025-08-10,1,2025-08-13 18:00:00,,delivered
262,302,,Servientrega,SER-13213-13789,https://www.servientrega.com/rastreo/SER-13213-13789,2025-12-27 00:00:00,2026-01-02,2025-12-31,1,2026-01-02 00:00:00,,delivered
263,303,,Deprisa,DEP-34055-46369,https://www.deprisa.com/rastreo/DEP-34055-46369,2025-09-04 10:00:00,2025-09-14,2025-09-14,1,2025-09-09 10:00:00,,delivered
264,304,,Interrapidísimo,INT-33544-43814,https://www.interrapidisimo.com/rastreo/INT-33544-43814,2025-07-07 01:00:00,2025-07-13,2025-07-11,1,2025-07-09 01:00:00,,delivered
265,306,,TCC,TCC-27665-48310,https://www.tcc.com.co/rastreo/TCC-27665-48310,2025-11-24 20:00:00,2025-12-04,2025-11-28,1,2025-11-26 20:00:00,,delivered
266,307,,TCC,TCC-74201-79679,https://www.tcc.com.co/rastreo/TCC-74201-79679,2025-10-27 17:00:00,2025-11-02,2025-11-03,1,2025-10-30 17:00:00,,delivered
267,308,,TCC,TCC-68117-30129,https://www.tcc.com.co/rastreo/TCC-68117-30129,2025-08-18 12:00:00,2025-08-28,2025-08-25,2,2025-08-21 12:00:00,No se encontró a nadie en la dirección,delivered
268,309,,Servientrega,SER-57523-96990,https://www.servientrega.com/rastreo/SER-57523-96990,2025-09-17 12:00:00,2025-09-20,2025-09-18,1,2025-09-19 12:00:00,,delivered
269,310,,Servientrega,SER-93150-72425,https://www.servientrega.com/rastreo/SER-93150-72425,2025-02-12 08:00:00,2025-02-14,2025-02-14,1,2025-02-13 08:00:00,,delivered
270,311,,Servientrega,SER-58535-25996,https://www.servientrega.com/rastreo/SER-58535-25996,2025-04-13 14:00:00,2025-04-18,2025-04-20,1,2025-04-14 14:00:00,,delivered
271,312,,Envía,ENV-72186-97736,https://www.envia.co/rastreo/ENV-72186-97736,2025-08-27 22:00:00,2025-09-06,2025-09-05,1,2025-09-02 22:00:00,,delivered
272,315,,TCC,TCC-12619-75088,https://www.tcc.com.co/rastreo/TCC-12619-75088,2025-10-03 17:00:00,2025-10-13,2025-10-15,1,2025-10-06 17:00:00,,delivered
273,317,,Coordinadora,COO-13690-12362,https://www.coordinadora.com/rastreo/COO-13690-12362,2025-05-15 03:00:00,2025-05-17,2025-05-19,2,2025-05-16 03:00:00,Edificio cerrado / sin acceso,delivered
274,319,,Servientrega,SER-95369-23794,https://www.servientrega.com/rastreo/SER-95369-23794,2026-01-11 07:00:00,2026-01-21,2026-01-19,2,2026-01-15 07:00:00,Edificio cerrado / sin acceso,delivered
275,320,,Coordinadora,COO-95062-74658,https://www.coordinadora.com/rastreo/COO-95062-74658,2025-11-22 14:00:00,2025-12-02,2025-12-04,1,2025-11-26 14:00:00,,delivered
276,321,,TCC,TCC-59595-81386,https://www.tcc.com.co/rastreo/TCC-59595-81386,2025-04-21 11:00:00,2025-04-28,2025-04-23,1,2025-04-26 11:00:00,,delivered
277,322,,Servientrega,SER-77920-35340,https://www.servientrega.com/rastreo/SER-77920-35340,2025-08-24 19:00:00,2025-09-03,2025-09-04,1,2025-08-30 19:00:00,,delivered
278,324,,Envía,ENV-29130-49473,https://www.envia.co/rastreo/ENV-29130-49473,2025-08-28 10:00:00,2025-09-07,2025-08-30,3,2025-09-06 10:00:00,Zona de difícil acceso,delivered
279,325,,Coordinadora,COO-85233-81058,https://www.coordinadora.com/rastreo/COO-85233-81058,2025-05-25 10:00:00,2025-05-27,2025-05-29,1,2025-05-27 10:00:00,,delivered
280,326,,Interrapidísimo,INT-52040-67903,https://www.interrapidisimo.com/rastreo/INT-52040-67903,2025-03-16 02:00:00,2025-03-25,2025-03-20,1,2025-03-20 02:00:00,,delivered
281,327,,Envía,ENV-78882-95547,https://www.envia.co/rastreo/ENV-78882-95547,2025-11-30 06:00:00,2025-12-09,2025-12-09,1,2025-12-02 06:00:00,,delivered
282,328,,TCC,TCC-61966-87150,https://www.tcc.com.co/rastreo/TCC-61966-87150,2025-03-01 05:00:00,2025-03-11,2025-03-04,1,2025-03-10 05:00:00,,delivered
283,329,,Envía,ENV-92083-21057,https://www.envia.co/rastreo/ENV-92083-21057,2025-11-06 21:00:00,2025-11-13,2025-11-13,1,2025-11-12 21:00:00,,delivered
284,332,,TCC,TCC-43211-71658,https://www.tcc.com.co/rastreo/TCC-43211-71658,2025-11-12 15:00:00,2025-11-22,2025-11-17,1,2025-11-17 15:00:00,,delivered
285,333,,Coordinadora,COO-62281-87818,https://www.coordinadora.com/rastreo/COO-62281-87818,2025-03-23 09:00:00,2025-03-31,2025-03-26,1,2025-03-27 09:00:00,,delivered
