item_id,order_id,product_id,qty,unit_price,warranty_expires_at,return_deadline,item_status
521,177,5141,1,381230.00,,,active
522,177,5098,2,235159.00,,,active
523,178,5154,3,429259.00,2026-09-13,2025-04-12,active
524,179,5058,2,5285192.00,2025-09-25,,active
525,179,5069,1,1609377.00,2028-03-25,,active
526,179,5124,1,1613336.00,2026-03-25,2025-04-24,replaced
527,179,5044,3,441347.00,2028-03-25,2025-04-24,active
528,180,5149,2,1996121.00,2028-04-03,,active
529,181,5008,1,2902810.00,2026-09-19,2025-11-18,active
530,182,5034,2,1942393.00,,,active
531,182,5117,1,1113095.00,,,active
532,183,5090,2,846449.00,2027-06-26,2026-01-25,active
533,183,5092,1,175729.00,2028-12-26,2026-01-25,active
534,183,5068,3,716823.00,2027-12-26,2026-01-25,active
535,183,5050,1,410789.00,2028-12-26,,active
536,183,5014,3,1612975.00,2027-12-26,,active
537,184,5103,2,10598.00,,,active
538,184,5024,2,784960.00,,,active
539,185,5125,1,286557.00,2026-07-10,2026-03-11,active
540,185,5080,3,236237.00,2027-01-10,2026-03-11,returned
541,185,5030,3,275083.00,2029-01-10,2026-02-09,active
542,185,5129,1,1918131.00,2029-01-10,2026-02-09,replaced
543,186,5166,1,5546284.00,,,active
544,186,5199,2,1886371.00,,,active
545,186,5010,3,1799134.00,,,active
546,186,5138,2,337965.00,,,active
547,187,5042,3,408178.00,,,active
548,187,5182,1,886876.00,,,active
549,187,5133,2,583086.00,,,active
550,187,5200,2,846106.00,,,active
551,188,5097,3,379457.00,2026-06-19,,active
552,188,5041,2,682706.00,2026-12-19,,active
553,188,5096,2,694900.00,2026-12-19,2026-02-17,active
554,188,5149,1,1996121.00,2028-12-19,,active
555,188,5077,1,367770.00,2026-12-19,2026-01-18,active
556,189,5052,1,170294.00,2027-05-19,2026-01-18,active
557,189,5090,2,846449.00,2027-05-19,2025-12-19,active
558,189,5129,2,1918131.00,2028-11-19,2025-12-19,active
559,189,5135,2,173536.00,2028-11-19,2025-12-19,refunded
560,190,5043,2,278397.00,2026-03-28,2025-05-27,refunded
561,190,5191,3,535679.00,2026-03-28,,returned
562,190,5096,2,694900.00,2026-03-28,2025-05-27,returned
563,190,5004,1,1479197.00,2028-03-28,2025-05-27,replaced
564,191,5182,1,886876.00,2027-01-02,2025-08-01,returned
565,191,5060,2,2204111.00,2027-07-02,2025-08-01,active
566,192,5129,1,1918131.00,2028-05-17,2025-06-16,active
567,193,5016,3,358419.00,2025-11-13,,active
568,194,5128,2,741215.00,2027-01-17,2025-09-15,active
569,194,5001,3,5529831.00,2026-01-17,,active
570,194,5105,3,389337.00,2026-07-17,2025-08-16,active
571,194,5092,2,175729.00,2028-07-17,2025-08-16,active
572,194,5196,3,416341.00,2027-01-17,2025-09-15,active
573,195,5120,1,1814519.00,2027-10-21,2025-12-20,active
574,195,5122,1,1891359.00,2026-10-21,2025-11-20,active
575,195,5064,1,221542.00,2027-10-21,2025-11-20,active
576,195,5145,2,793475.00,2027-10-21,,active
577,195,5088,2,1323601.00,2028-10-21,,active
578,196,5124,3,1613336.00,2026-04-05,2025-05-05,active
579,196,5064,2,221542.00,2027-04-05,2025-05-05,active
580,197,5117,2,1113095.00,2028-06-02,2025-07-02,refunded
581,197,5007,2,1088354.00,2026-12-02,2025-08-01,active
582,197,5085,3,290310.00,2027-06-02,,active
583,197,5004,2,1479197.00,2028-06-02,2025-08-01,refunded
584,198,5158,2,49150.00,,,active
585,199,5035,3,831755.00,2028-03-17,2025-04-16,active
586,199,5007,2,1088354.00,2026-09-17,2025-05-16,active
587,199,5073,1,721104.00,2026-03-17,2025-05-16,active
588,199,5156,2,122240.00,2025-09-17,,active
589,200,5108,2,93371.00,2026-09-04,2025-04-03,active
590,200,5026,2,582248.00,2025-09-04,,active
591,200,5080,1,236237.00,2026-03-04,2025-05-03,active
592,200,5045,2,74760.00,2026-03-04,2025-04-03,returned
593,200,5007,1,1088354.00,2026-09-04,2025-05-03,active
594,201,5122,1,1891359.00,2027-01-23,2026-02-22,active
595,201,5153,3,293443.00,2027-01-23,,active
596,201,5105,3,389337.00,2027-01-23,2026-02-22,active
597,201,5006,3,6481727.00,2028-01-23,2026-03-24,active
598,202,5062,3,1105744.00,2026-07-21,2025-08-20,active
599,202,5098,1,235159.00,2026-01-21,,active
600,202,5073,1,721104.00,2026-07-21,2025-09-19,active
601,202,5126,2,357192.00,2026-01-21,,active
602,202,5156,1,122240.00,2026-01-21,,active
603,203,5096,2,694900.00,2026-10-27,2025-12-26,active
604,203,5057,3,2892891.00,2026-10-27,2025-12-26,returned
605,203,5112,1,2892741.00,2026-04-27,2025-12-26,active
606,203,5129,2,1918131.00,2028-10-27,2025-11-26,active
607,203,5028,2,331744.00,2026-04-27,,active
608,204,5119,3,185159.00,2026-08-29,2025-09-28,returned
609,204,5048,2,5504.00,2028-08-29,2025-10-28,active
610,204,5053,3,84501.00,2028-08-29,2025-09-28,active
611,204,5092,3,175729.00,2028-08-29,2025-09-28,active
612,204,5178,1,734293.00,2026-08-29,2025-09-28,active
613,205,5152,1,404955.00,2026-09-24,,active
614,205,5067,1,1917652.00,2028-09-24,,active
615,205,5026,1,582248.00,2026-03-24,,active
616,205,5051,3,948889.00,2028-09-24,2025-11-23,active
617,206,5173,1,2890359.00,2026-02-17,,active
618,206,5154,2,429259.00,2027-02-17,2025-09-16,active
619,207,5044,3,441347.00,2028-03-13,2025-04-12,active
620,207,5033,3,1302240.00,2026-03-13,2025-04-12,active
621,208,5192,1,175222.00,2026-04-27,,returned
622,208,5099,3,477977.00,2027-10-27,2025-11-26,active
623,208,5052,2,170294.00,2027-04-27,2025-12-26,active
624,209,5142,2,202937.00,2028-01-10,,returned
625,209,5067,2,1917652.00,2029-01-10,,refunded
626,209,5124,2,1613336.00,2027-01-10,2026-02-09,returned
627,209,5140,2,321076.00,2027-01-10,,returned
628,210,5015,2,283020.00,2028-03-10,2025-04-09,active
629,211,5114,2,1507048.00,2026-11-26,2026-01-25,active
630,212,5040,2,1047504.00,,,active
631,212,5008,1,2902810.00,,,active
632,212,5140,2,321076.00,,,active
633,212,5079,3,834218.00,,,active
634,213,5012,1,1932806.00,2026-12-01,2026-01-30,active
635,213,5109,2,234582.00,2027-12-01,2025-12-31,returned
636,214,5091,2,177619.00,,,active
637,214,5009,3,193246.00,,,active
638,214,5153,1,293443.00,,,active
639,215,5153,2,293443.00,2026-05-01,,active
640,215,5161,1,927415.00,2025-11-01,,active
641,216,5129,1,1918131.00,2028-08-08,2025-09-07,active
642,217,5031,2,425567.00,2027-03-15,,active
643,217,5120,3,1814519.00,2027-09-15,2025-11-14,active
644,218,5011,2,2527350.00,2027-11-08,2025-12-08,active
645,219,5127,2,919575.00,2028-09-01,2025-10-31,refunded
646,219,5049,1,666254.00,2027-03-01,2025-10-31,returned
647,219,5172,2,1113668.00,2026-03-01,,returned
648,219,5036,3,143242.00,2026-03-01,,replaced
649,220,5076,1,909188.00,,,active
650,220,5138,3,337965.00,,,active
651,221,5127,1,919575.00,2028-03-30,2025-05-29,active
652,221,5099,3,477977.00,2027-03-30,2025-04-29,active
653,221,5022,3,381336.00,2028-03-30,2025-04-29,active
654,221,5137,1,142277.00,2027-03-30,2025-04-29,active
655,221,5020,2,1319054.00,2025-09-30,2025-05-29,active
656,222,5092,2,175729.00,,,active
657,222,5168,1,5325990.00,,,active
658,222,5022,3,381336.00,,,active
659,222,5161,2,927415.00,,,active
660,223,5130,1,1285765.00,2026-02-06,2025-09-05,active
661,223,5160,1,391685.00,2027-02-06,2025-10-05,active
662,223,5190,1,217636.00,2026-02-06,,refunded
663,224,5013,1,711029.00,2028-12-09,2026-01-08,active
664,224,5065,1,1795521.00,2027-06-09,,active
665,225,5186,3,892248.00,,,active
666,225,5130,3,1285765.00,,,active
667,226,5092,1,175729.00,2028-04-12,2025-05-12,active
668,227,5087,2,223755.00,2027-04-24,2025-06-23,active
669,227,5191,1,535679.00,2026-04-24,,active
670,227,5097,1,379457.00,2025-10-24,,active
671,228,5125,1,286557.00,2026-05-14,2026-01-13,active
672,229,5157,1,123811.00,2026-05-01,2025-12-01,active
673,229,5170,3,2193048.00,2028-11-01,,active
674,229,5085,1,290310.00,2027-11-01,,active
675,229,5084,1,941700.00,2026-05-01,2025-12-31,active
676,229,5134,1,780615.00,2028-11-01,2025-12-01,active
677,230,5020,1,1319054.00,2026-02-02,2025-10-01,active
678,230,5146,2,166425.00,2026-02-02,,active
679,230,5188,3,602431.00,2027-02-02,,active
680,230,5012,2,1932806.00,2026-08-02,2025-10-01,active
681,231,5088,2,1323601.00,2028-04-17,,active
682,231,5152,1,404955.00,2026-04-17,,active
683,231,5013,2,711029.00,2028-04-17,2025-05-17,active
684,232,5137,1,142277.00,2027-12-26,2026-01-25,active
685,232,5087,2,223755.00,2027-12-26,2026-02-24,returned
686,232,5190,3,217636.00,2026-06-26,,active
687,232,5194,2,910549.00,2026-06-26,,active
688,233,5159,2,635640.00,2027-03-22,2025-04-21,active
689,233,5029,2,900141.00,2025-09-22,,active
690,233,5008,3,2902810.00,2026-03-22,2025-05-21,active
691,234,5060,2,2204111.00,,,active
692,234,5194,3,910549.00,,,active
693,234,5047,3,98913.00,,,active
694,234,5069,2,1609377.00,,,active
695,234,5001,2,5529831.00,,,active
696,235,5063,2,2912038.00,2026-03-19,2025-04-18,active
697,235,5067,2,1917652.00,2028-03-19,,active
698,235,5034,1,1942393.00,2028-03-19,2025-05-18,active
699,236,5156,2,122240.00,2025-10-24,,active
700,237,5103,3,10598.00,2027-02-13,2025-10-12,active
701,237,5169,1,1481280.00,2027-02-13,,returned
702,238,5029,3,900141.00,2026-04-27,,active
703,238,5107,1,207259.00,2027-04-27,2025-11-26,active
704,239,5079,1,834218.00,2029-01-26,2026-03-27,active
705,239,5124,2,1613336.00,2027-01-26,2026-02-25,active
706,239,5080,1,236237.00,2027-01-26,2026-03-27,active
707,240,5034,1,1942393.00,2028-10-24,2025-12-23,active
708,241,5087,2,223755.00,2027-03-30,2025-05-29,active
709,241,5140,2,321076.00,2026-03-30,,active
710,241,5191,3,535679.00,2026-03-30,,active
711,241,5031,2,425567.00,2026-09-30,,active
712,242,5150,1,995758.00,2026-02-26,2025-09-25,active
713,242,5174,3,185396.00,2026-08-26,2025-10-25,active
714,243,5076,1,909188.00,2026-10-14,2025-06-13,active
715,243,5090,1,846449.00,2026-10-14,2025-05-14,active
716,243,5186,1,892248.00,2025-10-14,2025-05-14,active
717,243,5108,1,93371.00,2026-10-14,2025-05-14,active
718,244,5026,2,582248.00,2026-05-27,,active
719,244,5112,1,2892741.00,2026-05-27,2026-01-26,active
720,244,5012,2,1932806.00,2026-11-27,2026-01-26,active
721,245,5154,3,429259.00,,,active
722,245,5140,2,321076.00,,,active
723,245,5174,2,185396.00,,,active
724,245,5170,1,2193048.00,,,active
725,245,5133,1,583086.00,,,active
726,246,5076,2,909188.00,2027-02-23,2025-10-22,active
727,246,5048,1,5504.00,2028-08-23,2025-10-22,active
728,246,5114,2,1507048.00,2026-08-23,2025-10-22,active
729,246,5016,2,358419.00,2026-02-23,,active
730,247,5016,2,358419.00,,,active
731,247,5028,3,331744.00,,,active
732,247,5082,2,125020.00,,,active
733,247,5126,3,357192.00,,,active
734,247,5037,2,188969.00,,,active
735,248,5136,2,534407.00,2026-06-18,,active
736,248,5161,1,927415.00,2026-06-18,,active
737,249,5135,1,173536.00,2028-04-12,2025-05-12,returned
738,249,5155,2,91862.00,2028-04-12,2025-05-12,active
739,249,5040,2,1047504.00,2025-10-12,2025-05-12,active
740,249,5004,1,1479197.00,2028-04-12,2025-06-11,active
741,249,5088,2,1323601.00,2028-04-12,,active
742,250,5196,1,416341.00,2027-02-13,2025-10-12,active
743,250,5101,2,138813.00,2026-02-13,,active
744,250,5172,3,1113668.00,2026-02-13,,active
745,250,5040,3,1047504.00,2026-02-13,2025-09-12,active
746,251,5105,2,389337.00,2026-11-27,2025-12-27,active
747,251,5054,2,281456.00,2026-11-27,2025-12-27,active
748,252,5023,1,597469.00,,,active
749,253,5101,2,138813.00,2026-05-29,,returned
750,253,5126,1,357192.00,2026-05-29,,active
751,253,5149,1,1996121.00,2028-11-29,,active
752,253,5079,1,834218.00,2028-11-29,2026-01-28,active
753,253,5153,2,293443.00,2026-11-29,,active
754,254,5112,2,2892741.00,2026-04-27,2025-12-26,active
755,254,5077,1,367770.00,2026-10-27,2025-11-26,active
756,254,5154,2,429259.00,2027-04-27,2025-11-26,active
757,254,5073,2,721104.00,2026-10-27,2025-12-26,active
758,255,5058,3,5285192.00,2025-12-16,,active
759,255,5156,1,122240.00,2025-12-16,,active
760,255,5015,1,283020.00,2028-06-16,2025-07-16,active
761,256,5169,2,1481280.00,2026-11-29,,active
762,256,5050,3,410789.00,2028-05-29,,active
763,257,5103,2,10598.00,2027-08-04,2026-04-05,active
764,257,5026,3,582248.00,2026-08-04,,active
765,257,5096,1,694900.00,2027-02-04,2026-04-05,active
766,258,5109,2,234582.00,2027-05-03,2025-06-02,active
767,259,5019,2,1880105.00,2026-04-06,2025-05-06,active
768,259,5171,3,6516599.00,2026-04-06,2025-06-05,active
769,259,5008,1,2902810.00,2026-04-06,2025-06-05,active
770,259,5108,3,93371.00,2026-10-06,2025-05-06,active
771,260,5133,3,583086.00,2026-06-20,2026-02-18,active
772,260,5089,3,1890139.00,2028-12-20,,active
773,261,5186,2,892248.00,2026-05-08,2025-12-08,active
774,261,5102,2,114914.00,2027-05-08,,active
775,261,5085,1,290310.00,2027-11-08,,active
776,262,5019,1,1880105.00,2026-12-21,2026-01-20,active
777,262,5018,1,693765.00,2026-06-21,2026-01-20,active
778,262,5185,2,1300446.00,2026-06-21,2026-01-20,active
779,262,5161,3,927415.00,2026-06-21,,active
780,263,5033,2,1302240.00,2026-06-28,2025-07-28,active
781,263,5192,1,175222.00,2025-12-28,,returned
782,263,5060,3,2204111.00,2027-06-28,2025-07-28,replaced
783,264,5103,3,10598.00,2027-01-09,2025-09-07,active
784,264,5181,3,386933.00,2026-01-09,2025-09-07,active
785,264,5153,2,293443.00,2026-07-09,,returned
786,264,5091,1,177619.00,2028-07-09,2025-09-07,active
787,264,5073,3,721104.00,2026-07-09,2025-09-07,refunded
788,265,5067,2,1917652.00,2028-12-07,,active
789,266,5168,1,5325990.00,2027-05-24,,refunded
790,266,5046,2,71945.00,2027-11-24,2026-01-23,active
791,266,5035,2,831755.00,2028-11-24,2025-12-24,active
792,266,5030,2,275083.00,2028-11-24,2025-12-24,active
793,266,5154,2,429259.00,2027-05-24,2025-12-24,active
794,267,5196,2,416341.00,2026-12-12,2025-08-11,active
795,267,5127,1,919575.00,2028-06-12,2025-08-11,active
796,267,5060,1,2204111.00,2027-06-12,2025-07-12,active
797,267,5146,3,166425.00,2025-12-12,,active
798,268,5058,2,5285192.00,2025-12-21,,active
799,269,5018,2,693765.00,2026-07-14,2026-02-13,active
800,269,5008,1,2902810.00,2027-01-14,2026-03-15,refunded
801,269,5136,1,534407.00,2026-07-14,,refunded
802,270,5171,1,6516599.00,2026-05-27,2025-07-26,active
803,270,5199,3,1886371.00,2025-11-27,2025-06-26,active
804,270,5007,2,1088354.00,2026-11-27,2025-07-26,active
805,270,5134,1,780615.00,2028-05-27,2025-06-26,active
806,271,5176,2,2536646.00,2027-02-24,2025-04-25,active
807,271,5034,1,1942393.00,2028-02-24,2025-04-25,active
808,271,5092,3,175729.00,2028-02-24,2025-03-26,active
809,271,5157,2,123811.00,2025-08-24,2025-03-26,active
810,272,5059,2,1525647.00,2027-07-11,2025-09-09,active
811,272,5099,2,477977.00,2027-07-11,2025-08-10,active
812,272,5191,2,535679.00,2026-07-11,,active
813,273,5069,3,1609377.00,2028-05-05,,active
814,274,5152,3,404955.00,,,active
815,274,5044,1,441347.00,,,active
816,274,5024,1,784960.00,,,active
817,275,5136,3,534407.00,2026-08-04,,active
818,276,5068,1,716823.00,,,active
819,276,5078,3,605630.00,,,active
820,276,5179,3,1603021.00,,,active
821,277,5111,2,5547319.00,2027-06-04,,active
822,277,5137,1,142277.00,2027-06-04,2025-07-04,active
823,277,5145,1,793475.00,2027-06-04,,active
824,277,5106,3,886910.00,2028-06-04,2025-07-04,active
825,278,5077,3,367770.00,2026-12-17,2026-01-16,active
826,278,5020,1,1319054.00,2026-06-17,2026-02-15,active
827,279,5084,1,941700.00,2026-08-10,2026-04-11,active
828,279,5175,3,1821611.00,2027-08-10,,replaced
829,279,5053,2,84501.00,2029-02-10,2026-03-12,refunded
830,279,5173,3,2890359.00,2026-08-10,,refunded
831,280,5170,3,2193048.00,2028-12-20,,active
832,280,5041,3,682706.00,2026-12-20,,returned
833,280,5137,1,142277.00,2027-12-20,2026-01-19,active
834,280,5196,1,416341.00,2027-06-20,2026-02-18,active
835,281,5019,3,1880105.00,2026-11-12,2025-12-12,refunded
836,281,5153,3,293443.00,2026-11-12,,returned
837,282,5020,1,1319054.00,2026-05-10,2026-01-09,active
838,282,5021,3,947736.00,2026-05-10,2025-12-10,active
839,282,5114,3,1507048.00,2026-11-10,2026-01-09,active
840,283,5132,3,359991.00,2026-02-13,,active
841,283,5030,1,275083.00,2028-08-13,2025-09-12,active
842,283,5156,2,122240.00,2026-02-13,,active
843,284,5008,1,2902810.00,2026-10-06,2025-12-05,active
844,284,5097,2,379457.00,2026-04-06,,active
845,284,5049,2,666254.00,2027-04-06,2025-12-05,active
846,284,5135,1,173536.00,2028-10-06,2025-11-05,refunded
847,284,5109,2,234582.00,2027-10-06,2025-11-05,active
848,285,5055,1,462117.00,2026-04-05,2025-12-04,refunded
849,285,5117,1,1113095.00,2028-10-05,2025-11-04,active
850,286,5012,1,1932806.00,2026-10-04,2025-12-03,active
851,286,5047,3,98913.00,2026-10-04,2025-12-03,active
852,286,5194,3,910549.00,2026-04-04,,active
853,287,5004,2,1479197.00,2028-08-24,2025-10-23,active
854,287,5168,1,5325990.00,2027-02-24,,active
855,287,5031,2,425567.00,2027-02-24,,active
856,288,5030,2,275083.00,2028-12-31,2026-01-30,active
857,288,5080,1,236237.00,2026-12-31,2026-03-01,active
858,289,5199,1,1886371.00,2026-03-11,2025-10-11,active
859,289,5088,3,1323601.00,2028-09-11,,active
860,290,5172,2,1113668.00,2025-09-14,,active
861,290,5022,2,381336.00,2028-03-14,2025-04-13,replaced
862,291,5168,1,5325990.00,2027-03-02,,active
863,291,5111,1,5547319.00,2027-09-02,,active
864,292,5033,1,1302240.00,2026-03-29,2025-04-28,returned
865,293,5200,2,846106.00,2027-05-16,,returned
866,293,5187,1,361647.00,2028-05-16,2025-07-15,active
867,293,5047,1,98913.00,2026-05-16,2025-07-15,refunded
868,293,5009,3,193246.00,2026-05-16,2025-07-15,active
869,293,5060,2,2204111.00,2027-05-16,2025-06-15,active
870,294,5055,3,462117.00,2025-12-27,2025-08-26,active
871,295,5182,2,886876.00,2026-09-08,2025-04-07,active
872,295,5128,3,741215.00,2026-09-08,2025-05-07,active
873,296,5102,1,114914.00,2027-04-21,,active
874,296,5061,2,6481556.00,2027-10-21,2025-11-20,refunded
875,296,5184,3,1928598.00,2026-10-21,2025-11-20,active
876,296,5051,1,948889.00,2028-10-21,2025-12-20,active
877,297,5110,2,449762.00,2028-02-03,2026-03-05,active
878,297,5150,3,995758.00,2026-08-03,2026-03-05,active
879,297,5125,2,286557.00,2026-08-03,2026-04-04,active
880,298,5057,3,2892891.00,2026-06-20,2025-08-19,returned
881,298,5024,2,784960.00,2026-06-20,,returned
882,298,5096,3,694900.00,2026-06-20,2025-08-19,replaced
883,299,5129,1,1918131.00,2028-02-26,2025-03-28,active
884,299,5166,3,5546284.00,2028-02-26,,returned
885,299,5026,2,582248.00,2025-08-26,,active
886,299,5131,2,898570.00,2028-02-26,2025-03-28,active
887,299,5101,3,138813.00,2025-08-26,,active
888,300,5090,1,846449.00,2027-06-17,2026-01-16,active
889,300,5150,2,995758.00,2026-06-17,2026-01-16,active
890,300,5182,3,886876.00,2027-06-17,2026-01-16,active
891,300,5092,2,175729.00,2028-12-17,2026-01-16,active
892,301,5092,1,175729.00,2028-08-10,2025-09-09,active
893,302,5133,3,583086.00,2026-06-30,2026-03-01,active
894,302,5108,1,93371.00,2027-06-30,2026-01-30,active
895,302,5111,2,5547319.00,2027-12-31,,active
896,302,5057,3,2892891.00,2026-12-31,2026-03-01,active
897,303,5070,3,314573.00,2027-09-14,,active
898,303,5072,2,934784.00,2026-09-14,2025-11-13,active
899,303,5145,1,793475.00,2027-09-14,,replaced
900,303,5014,2,1612975.00,2027-09-14,,active
901,303,5061,1,6481556.00,2027-09-14,2025-10-14,active
902,304,5081,2,591287.00,2028-07-11,,active
903,304,5049,3,666254.00,2027-01-11,2025-09-09,active
904,305,5198,3,1300819.00,,,active
905,306,5077,1,367770.00,2026-11-28,2025-12-28,active
906,307,5012,3,1932806.00,2026-11-03,2026-01-02,active
907,307,5198,1,1300819.00,2026-11-03,2026-01-02,active
908,307,5157,2,123811.00,2026-05-03,2025-12-03,active
909,307,5188,2,602431.00,2027-05-03,,active
910,307,5096,3,694900.00,2026-11-03,2026-01-02,active
911,308,5088,2,1323601.00,2028-08-25,,active
912,308,5105,1,389337.00,2026-08-25,2025-09-24,active
913,308,5125,1,286557.00,2026-02-25,2025-10-24,replaced
914,308,5015,3,283020.00,2028-08-25,2025-09-24,active
915,308,5152,3,404955.00,2026-08-25,,active
916,309,5101,1,138813.00,2026-03-18,,active
917,310,5198,3,1300819.00,2026-02-14,2025-04-15,active
918,310,5200,1,846106.00,2027-02-14,,active
919,311,5086,3,396898.00,2025-10-20,2025-05-20,active
920,311,5174,3,185396.00,2026-04-20,2025-06-19,returned
921,312,5109,2,234582.00,2027-09-05,2025-10-05,active
922,312,5096,2,694900.00,2026-09-05,2025-11-04,active
923,312,5058,1,5285192.00,2026-03-05,,returned
924,312,5016,3,358419.00,2026-03-05,,active
925,313,5125,2,286557.00,,,active
926,313,5165,1,447081.00,,,active
927,313,5032,2,231180.00,,,active
928,313,5050,1,410789.00,,,active
929,314,5152,2,404955.00,,,active
930,314,5116,1,6509135.00,,,active
931,314,5108,1,93371.00,,,active
932,314,5136,3,534407.00,,,active
933,314,5174,2,185396.00,,,active
934,315,5052,2,170294.00,2027-04-15,2025-12-14,active
935,315,5076,1,909188.00,2027-04-15,2025-12-14,active
936,315,5185,2,1300446.00,2026-04-15,2025-11-14,active
937,315,5059,1,1525647.00,2027-10-15,2025-12-14,active
938,315,5173,2,2890359.00,2026-04-15,,active
939,316,5093,3,403580.00,,,active
940,316,5067,3,1917652.00,,,active
941,317,5128,1,741215.00,2026-11-19,2025-07-18,replaced
942,318,5178,1,734293.00,,,active
943,318,5140,2,321076.00,,,active
944,318,5191,1,535679.00,,,active
945,318,5196,2,416341.00,,,active
946,319,5159,2,635640.00,2028-01-19,2026-02-18,active
947,319,5086,1,396898.00,2026-07-19,2026-02-18,replaced
948,319,5031,1,425567.00,2027-07-19,,active
949,319,5042,1,408178.00,2026-07-19,2026-02-18,active
950,320,5068,1,716823.00,2027-12-04,2026-01-03,active
951,320,5096,1,694900.00,2026-12-04,2026-02-02,active
952,320,5187,1,361647.00,2028-12-04,2026-02-02,refunded
953,321,5083,3,392259.00,2026-10-23,2025-06-22,active
954,321,5144,3,1926066.00,2025-10-23,2025-06-22,active
955,321,5141,3,381230.00,2026-04-23,2025-06-22,active
956,321,5096,2,694900.00,2026-04-23,2025-06-22,active
957,321,5125,1,286557.00,2025-10-23,2025-06-22,active
958,322,5110,1,449762.00,2027-09-04,2025-10-04,active
959,322,5146,1,166425.00,2026-03-04,,active
960,322,5145,1,793475.00,2027-09-04,,active
961,322,5194,2,910549.00,2026-03-04,,active
962,322,5088,3,1323601.00,2028-09-04,,active
963,323,5179,2,1603021.00,,,active
964,323,5193,2,335487.00,,,active
965,324,5174,3,185396.00,2026-08-30,2025-10-29,refunded
966,324,5077,3,367770.00,2026-08-30,2025-09-29,active
967,324,5084,3,941700.00,2026-02-28,2025-10-29,active
968,325,5062,1,1105744.00,2026-05-29,2025-06-28,active
969,326,5199,1,1886371.00,2025-09-20,2025-04-19,active
970,326,5022,3,381336.00,2028-03-20,2025-04-19,active
971,327,5107,1,207259.00,2027-06-09,2026-01-08,active
972,327,5131,1,898570.00,2028-12-09,2026-01-08,active
973,327,5186,2,892248.00,2026-06-09,2026-01-08,active
974,327,5072,1,934784.00,2026-12-09,2026-02-07,active
975,327,5064,2,221542.00,2027-12-09,2026-01-08,active
976,328,5020,3,1319054.00,2025-09-04,2025-05-03,active
977,328,5061,1,6481556.00,2027-03-04,2025-04-03,active
978,328,5050,3,410789.00,2028-03-04,,active
979,328,5160,1,391685.00,2026-09-04,2025-05-03,returned
980,329,5119,3,185159.00,2026-11-13,2025-12-13,active
981,329,5106,3,886910.00,2028-11-13,2025-12-13,returned
982,329,5084,3,941700.00,2026-05-13,2026-01-12,active
983,329,5176,3,2536646.00,2027-11-13,2026-01-12,active
984,329,5160,3,391685.00,2027-05-13,2026-01-12,active
985,330,5152,3,404955.00,,,active
986,331,5034,1,1942393.00,,,active
987,331,5176,2,2536646.00,,,active
988,331,5051,3,948889.00,,,active
989,331,5016,1,358419.00,,,active
990,331,5047,3,98913.00,,,active
991,332,5142,2,202937.00,2027-11-17,,active
992,332,5012,3,1932806.00,2026-11-17,2026-01-16,active
993,332,5061,3,6481556.00,2027-11-17,2025-12-17,active
994,332,5119,2,185159.00,2026-11-17,2025-12-17,active
995,332,5188,3,602431.00,2027-05-17,,active
996,333,5088,3,1323601.00,2028-03-26,,active
997,333,5030,2,275083.00,2028-03-26,2025-04-25,active
998,333,5065,2,1795521.00,2026-09-26,,active
999,333,5175,1,1821611.00,2026-09-26,,active
1000,334,5103,1,10598.00,2027-01-13,2025-09-11,active
1001,335,5044,2,441347.00,2028-05-14,2025-06-13,active
1002,336,5084,3,941700.00,2026-01-30,2025-09-28,active
1003,336,5117,3,1113095.00,2028-07-30,2025-08-29,active
1004,337,5126,3,357192.00,2025-09-17,,active
1005,337,5087,3,223755.00,2027-03-17,2025-05-16,active
1006,338,5043,2,278397.00,2026-07-31,2025-09-29,active
1007,338,5035,1,831755.00,2028-07-31,2025-08-30,active
1008,339,5079,1,834218.00,,,active
1009,340,5085,1,290310.00,2027-05-28,,active
1010,340,5035,2,831755.00,2028-05-28,2025-06-27,active
1011,341,5080,1,236237.00,2026-12-24,2026-02-22,active
1012,341,5124,1,1613336.00,2026-12-24,2026-01-23,active
1013,342,5146,2,166425.00,,,active
1014,342,5145,1,793475.00,,,active
1015,342,5149,2,1996121.00,,,active
1016,342,5023,3,597469.00,,,active
1017,343,5128,1,741215.00,2027-06-07,2026-02-05,active
1018,343,5199,3,1886371.00,2026-06-07,2026-01-06,active
1019,344,5053,2,84501.00,2028-09-26,2025-10-26,active
1020,344,5160,2,391685.00,2027-03-26,2025-11-25,active
1021,344,5059,1,1525647.00,2027-09-26,2025-11-25,active
1022,344,5090,1,846449.00,2027-03-26,2025-10-26,active
1023,344,5020,1,1319054.00,2026-03-26,2025-11-25,active
1024,345,5158,1,49150.00,2028-12-02,2026-01-31,active
1025,346,5132,1,359991.00,2026-06-15,,active
1026,346,5098,2,235159.00,2026-06-15,,active
1027,347,5119,3,185159.00,2026-05-15,2025-06-14,returned
1028,347,5068,3,716823.00,2027-05-15,2025-06-14,active
1029,348,5154,2,429259.00,2026-12-29,2025-07-29,active
1030,348,5120,1,1814519.00,2027-06-29,2025-08-28,active
1031,348,5182,1,886876.00,2026-12-29,2025-07-29,active
1032,349,5148,2,382097.00,2025-12-20,2025-08-19,returned
1033,349,5112,2,2892741.00,2025-12-20,2025-08-19,returned
1034,349,5068,2,716823.00,2027-06-20,2025-07-20,refunded
