order_id,customer_id,address_id,order_date,payment_confirmed_at,shipped_at,delivered_at,cancelled_at,status,subtotal,shipping_cost,tax,total_amount,delivery_method,payment_method,card_id,customer_notes,internal_notes,cancellation_reason
251,1380,423,2025-11-20 00:00:00,2025-11-20 05:00:00,2025-11-22 00:00:00,2025-11-27 00:00:00,,delivered,1341586.00,10000.00,254901.34,1606487.34,pickup_point,contraentrega,,,,
252,1368,411,2025-10-01 00:00:00,2025-10-01 06:00:00,,,2025-10-02 22:00:00,cancelled,597469.00,0.00,113519.11,710988.11,home_delivery,tarjeta_credito,358,Entregar preferiblemente en horas de la mañana,,Demora excesiva en el envío
253,1343,384,2025-11-25 00:00:00,2025-11-25 06:00:00,2025-11-27 09:00:00,2025-11-29 09:00:00,,delivered,4052043.00,12000.00,769888.17,4833931.17,pickup_point,nequi,,,,
254,1499,549,2025-10-19 00:00:00,2025-10-19 10:00:00,2025-10-22 07:00:00,2025-10-27 07:00:00,,delivered,8453978.00,15000.00,1606255.82,10075233.82,home_delivery,tarjeta_credito,342,,,
255,1173,196,2025-06-13 00:00:00,2025-06-13 13:00:00,2025-06-15 10:00:00,2025-06-16 10:00:00,,delivered,16260836.00,20000.00,3089558.84,19370394.84,pickup_point,tarjeta_debito,48,,,
256,1140,161,2025-05-26 00:00:00,2025-05-26 15:00:00,2025-05-27 18:00:00,2025-05-29 18:00:00,,delivered,4194927.00,25000.00,797036.13,5016963.13,home_delivery,tarjeta_debito,89,,,
257,1111,128,2026-01-27 00:00:00,2026-01-27 22:00:00,2026-01-28 18:00:00,2026-02-04 18:00:00,,delivered,2462840.00,20000.00,467939.60,2950779.60,home_delivery,nequi,,,,
258,1330,370,2025-04-25 00:00:00,2025-04-26 00:00:00,2025-04-27 15:00:00,2025-05-03 15:00:00,,delivered,469164.00,0.00,89141.16,558305.16,pickup_point,tarjeta_debito,243,,,
259,1385,428,2025-03-24 00:00:00,2025-03-24 06:00:00,2025-03-26 22:00:00,2025-04-06 22:00:00,,delivered,26492930.00,10000.00,5033656.70,31536586.70,home_delivery,nequi,,"Si no estoy, dejar con el vecino del apartamento 301",,
260,1020,25,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-19 08:00:00,2025-12-20 08:00:00,,delivered,7419675.00,15000.00,1409738.25,8844413.25,home_delivery,daviplata,,,,
261,1414,459,2025-11-05 00:00:00,2025-11-05 02:00:00,2025-11-06 16:00:00,2025-11-08 16:00:00,,delivered,2304634.00,15000.00,437880.46,2757514.46,pickup_point,daviplata,,,,
262,1030,35,2025-12-09 00:00:00,2025-12-09 12:00:00,2025-12-11 16:00:00,2025-12-21 16:00:00,,delivered,7957007.00,8000.00,1511831.33,9476838.33,pickup_point,PSE,,,,
263,1355,397,2025-06-23 00:00:00,2025-06-23 03:00:00,2025-06-23 16:00:00,2025-06-28 16:00:00,,delivered,9392035.00,10000.00,1784486.65,11186521.65,home_delivery,PSE,,,,
264,1208,236,2025-07-02 00:00:00,2025-07-02 18:00:00,2025-07-05 04:00:00,2025-07-09 04:00:00,,delivered,4120410.00,10000.00,782877.90,4913287.90,home_delivery,daviplata,,,,
265,1147,168,2025-12-02 00:00:00,2025-12-02 01:00:00,2025-12-04 20:00:00,2025-12-07 20:00:00,,delivered,3835304.00,12000.00,728707.76,4576011.76,pickup_point,tarjeta_credito,141,,,
266,1181,206,2025-11-20 00:00:00,2025-11-20 12:00:00,2025-11-22 16:00:00,2025-11-24 16:00:00,,delivered,8542074.00,20000.00,1622994.06,10185068.06,home_delivery,tarjeta_credito,503,,,
267,1337,378,2025-06-05 00:00:00,2025-06-05 13:00:00,2025-06-07 05:00:00,2025-06-12 05:00:00,,delivered,4455643.00,12000.00,846572.17,5314215.17,home_delivery,PSE,,,,
268,1121,139,2025-06-15 00:00:00,2025-06-15 23:00:00,2025-06-16 19:00:00,2025-06-21 19:00:00,,delivered,10570384.00,8000.00,2008372.96,12586756.96,home_delivery,tarjeta_credito,383,,,
269,1309,345,2026-01-02 00:00:00,2026-01-02 22:00:00,2026-01-04 19:00:00,2026-01-14 19:00:00,,returned,4824747.00,25000.00,916701.93,5766448.93,home_delivery,tarjeta_credito,523,,,
270,1081,92,2025-05-23 00:00:00,2025-05-23 07:00:00,2025-05-25 20:00:00,2025-05-27 20:00:00,,delivered,15133035.00,18000.00,2875276.65,18026311.65,home_delivery,PSE,,,,
271,1348,389,2025-02-15 00:00:00,2025-02-16 00:00:00,2025-02-17 21:00:00,2025-02-24 21:00:00,,delivered,7790494.00,20000.00,1480193.86,9290687.86,home_delivery,tarjeta_credito,352,,,
272,1439,484,2025-07-02 00:00:00,2025-07-02 14:00:00,2025-07-04 23:00:00,2025-07-11 23:00:00,,delivered,5078606.00,25000.00,964935.14,6068541.14,pickup_point,daviplata,,Entregar en horario de oficina (8am-5pm),,
273,1280,313,2025-04-26 00:00:00,2025-04-26 19:00:00,2025-04-27 20:00:00,2025-05-05 20:00:00,,delivered,4828131.00,8000.00,917344.89,5753475.89,home_delivery,PSE,,,,
274,1496,546,2026-01-22 00:00:00,2026-01-22 13:00:00,,,2026-01-23 18:00:00,cancelled,2441172.00,0.00,463822.68,2904994.68,home_delivery,tarjeta_credito,245,,Cliente solicitó cambio de dirección post-compra,Producto ya no es necesario
275,1039,47,2026-01-28 00:00:00,2026-01-28 21:00:00,2026-01-31 06:00:00,2026-02-04 06:00:00,,delivered,1603221.00,0.00,304611.99,1907832.99,home_delivery,contraentrega,,,,
276,1015,20,2025-10-01 00:00:00,2025-10-01 09:00:00,,,2025-10-01 21:00:00,cancelled,7342776.00,8000.00,1395127.44,8745903.44,pickup_point,tarjeta_credito,121,,,Dirección de entrega incorrecta
277,1126,144,2025-06-01 00:00:00,2025-06-02 00:00:00,2025-06-03 23:00:00,2025-06-04 23:00:00,,delivered,14691120.00,20000.00,2791312.80,17502432.80,home_delivery,PSE,,,Cliente solicitó cambio de dirección post-compra,
278,1191,216,2025-12-13 00:00:00,2025-12-13 01:00:00,2025-12-15 23:00:00,2025-12-17 23:00:00,,delivered,2422364.00,12000.00,460249.16,2894613.16,home_delivery,contraentrega,,,,
279,1252,282,2026-01-27 00:00:00,2026-01-27 19:00:00,2026-01-29 04:00:00,2026-02-10 04:00:00,,returned,15246612.00,25000.00,2896856.28,18168468.28,pickup_point,PSE,,,,
280,1031,37,2025-12-09 00:00:00,2025-12-09 10:00:00,2025-12-11 09:00:00,2025-12-20 09:00:00,,delivered,9185880.00,0.00,1745317.20,10931197.20,home_delivery,PSE,,,,
281,1133,153,2025-11-03 00:00:00,2025-11-03 14:00:00,2025-11-04 08:00:00,2025-11-12 08:00:00,,returned,6520644.00,12000.00,1238922.36,7771566.36,home_delivery,daviplata,,,,
282,1388,432,2025-10-27 00:00:00,2025-10-27 14:00:00,2025-10-29 10:00:00,2025-11-10 10:00:00,,delivered,8683406.00,8000.00,1649847.14,10341253.14,home_delivery,PSE,,,,
283,1120,138,2025-08-06 00:00:00,2025-08-06 16:00:00,2025-08-09 07:00:00,2025-08-13 07:00:00,,delivered,1599536.00,0.00,303911.84,1903447.84,home_delivery,nequi,,,,
284,1195,221,2025-10-02 00:00:00,2025-10-03 00:00:00,2025-10-04 09:00:00,2025-10-06 09:00:00,,delivered,5636932.00,8000.00,1071017.08,6715949.08,home_delivery,PSE,,,,
285,1442,488,2025-10-02 00:00:00,2025-10-02 05:00:00,2025-10-03 08:00:00,2025-10-05 08:00:00,,returned,1575212.00,0.00,299290.28,1874502.28,pickup_point,nequi,,,,
286,1029,34,2025-09-26 00:00:00,2025-09-26 16:00:00,2025-09-27 07:00:00,2025-10-04 07:00:00,,delivered,4961192.00,25000.00,942626.48,5928818.48,home_delivery,nequi,,,,
287,1334,375,2025-08-13 00:00:00,2025-08-14 00:00:00,2025-08-15 01:00:00,2025-08-24 01:00:00,,delivered,9135518.00,25000.00,1735748.42,10896266.42,home_delivery,daviplata,,,,
288,1217,245,2025-12-24 00:00:00,2025-12-24 23:00:00,2025-12-27 22:00:00,2025-12-31 22:00:00,,delivered,786403.00,0.00,149416.57,935819.57,pickup_point,nequi,,Entregar en horario de oficina (8am-5pm),,
289,1077,88,2025-09-01 00:00:00,2025-09-01 19:00:00,2025-09-04 15:00:00,2025-09-11 15:00:00,,delivered,5857174.00,0.00,1112863.06,6970037.06,home_delivery,tarjeta_credito,416,,,
290,1180,205,2025-03-12 00:00:00,2025-03-12 03:00:00,2025-03-13 07:00:00,2025-03-14 07:00:00,,delivered,2990008.00,12000.00,568101.52,3570109.52,pickup_point,daviplata,,,,
291,1005,7,2025-08-31 00:00:00,2025-08-31 07:00:00,2025-08-31 21:00:00,2025-09-02 21:00:00,,delivered,10873309.00,8000.00,2065928.71,12947237.71,home_delivery,PSE,,,,
292,1139,160,2025-03-19 00:00:00,2025-03-19 21:00:00,2025-03-22 21:00:00,2025-03-29 21:00:00,,delivered,1302240.00,18000.00,247425.60,1567665.60,home_delivery,nequi,,,Pago verificado manualmente,
293,1099,115,2025-05-05 00:00:00,2025-05-05 20:00:00,2025-05-08 09:00:00,2025-05-16 09:00:00,,delivered,7140732.00,25000.00,1356739.08,8522471.08,home_delivery,nequi,,,,
294,1044,53,2025-06-20 00:00:00,2025-06-20 15:00:00,2025-06-22 06:00:00,2025-06-27 06:00:00,,delivered,1386351.00,0.00,263406.69,1649757.69,pickup_point,nequi,,,,
295,1073,84,2025-03-02 00:00:00,2025-03-02 10:00:00,2025-03-04 18:00:00,2025-03-08 18:00:00,,delivered,3997397.00,12000.00,759505.43,4768902.43,pickup_point,nequi,,,,
296,1020,25,2025-10-13 00:00:00,2025-10-13 02:00:00,2025-10-16 02:00:00,2025-10-21 02:00:00,,delivered,19812709.00,8000.00,3764414.71,23585123.71,home_delivery,tarjeta_credito,309,,Cliente solicitó cambio de dirección post-compra,
297,1032,39,2026-01-29 00:00:00,2026-01-29 17:00:00,2026-01-31 05:00:00,2026-02-03 05:00:00,,delivered,4459912.00,0.00,847383.28,5307295.28,home_delivery,contraentrega,,,,
298,1335,376,2025-06-09 00:00:00,2025-06-09 15:00:00,2025-06-12 10:00:00,2025-06-20 10:00:00,,returned,12333293.00,18000.00,2343325.67,14694618.67,home_delivery,tarjeta_credito,37,,,
299,1180,205,2025-02-16 00:00:00,2025-02-16 20:00:00,2025-02-17 16:00:00,2025-02-26 16:00:00,,delivered,21935058.00,25000.00,4167661.02,26127719.02,home_delivery,tarjeta_debito,502,,,
300,1479,527,2025-12-11 00:00:00,2025-12-11 21:00:00,2025-12-14 16:00:00,2025-12-17 16:00:00,,delivered,5850051.00,25000.00,1111509.69,6986560.69,home_delivery,contraentrega,,,,
301,1100,116,2025-08-05 00:00:00,2025-08-05 04:00:00,2025-08-06 18:00:00,2025-08-10 18:00:00,,delivered,175729.00,0.00,33388.51,209117.51,pickup_point,tarjeta_credito,223,,,
302,1353,395,2025-12-25 00:00:00,2025-12-25 20:00:00,2025-12-27 00:00:00,2025-12-31 00:00:00,,delivered,21615940.00,18000.00,4107028.60,25740968.60,home_delivery,daviplata,,,,
303,1001,2,2025-09-03 00:00:00,2025-09-03 19:00:00,2025-09-04 10:00:00,2025-09-14 10:00:00,,delivered,13314268.00,12000.00,2529710.92,15855978.92,home_delivery,contraentrega,,,,
304,1396,440,2025-07-05 00:00:00,2025-07-05 05:00:00,2025-07-07 01:00:00,2025-07-11 01:00:00,,delivered,3181336.00,8000.00,604453.84,3793789.84,home_delivery,tarjeta_credito,305,,,
305,1021,26,2025-04-24 00:00:00,2025-04-24 07:00:00,,,2025-04-26 07:00:00,cancelled,3902457.00,0.00,741466.83,4643923.83,home_delivery,PSE,,,Orden retenida por verificación de seguridad - liberada,Producto ya no es necesario
306,1456,503,2025-11-23 00:00:00,2025-11-23 21:00:00,2025-11-24 20:00:00,2025-11-28 20:00:00,,delivered,367770.00,20000.00,69876.30,457646.30,home_delivery,nequi,,,,
307,1412,457,2025-10-25 00:00:00,2025-10-25 18:00:00,2025-10-27 17:00:00,2025-11-03 17:00:00,,delivered,10636421.00,10000.00,2020919.99,12667340.99,home_delivery,tarjeta_credito,93,,,
308,1360,402,2025-08-17 00:00:00,2025-08-17 17:00:00,2025-08-18 12:00:00,2025-08-25 12:00:00,,delivered,5387021.00,10000.00,1023533.99,6420554.99,home_delivery,daviplata,,Necesito factura electrónica,,
309,1134,155,2025-09-16 00:00:00,2025-09-16 07:00:00,2025-09-17 12:00:00,2025-09-18 12:00:00,,delivered,138813.00,0.00,26374.47,165187.47,pickup_point,PSE,,"Es un regalo, no incluir factura en el paquete",,
310,1474,522,2025-02-09 00:00:00,2025-02-09 20:00:00,2025-02-12 08:00:00,2025-02-14 08:00:00,,delivered,4748563.00,18000.00,902226.97,5668789.97,home_delivery,daviplata,,,,
311,1364,407,2025-04-12 00:00:00,2025-04-12 01:00:00,2025-04-13 14:00:00,2025-04-20 14:00:00,,delivered,1746882.00,8000.00,331907.58,2086789.58,home_delivery,contraentrega,,,,
312,1145,166,2025-08-25 00:00:00,2025-08-25 09:00:00,2025-08-27 22:00:00,2025-09-05 22:00:00,,delivered,8219413.00,12000.00,1561688.47,9793101.47,pickup_point,tarjeta_credito,333,,,
313,1278,311,2025-08-22 00:00:00,,,,2025-08-23 02:00:00,cancelled,1893344.00,10000.00,359735.36,2263079.36,home_delivery,daviplata,,,,Cliente solicitó cancelación por viaje
314,1216,244,2025-07-08 00:00:00,2025-07-09 00:00:00,,,2025-07-09 03:00:00,cancelled,9386429.00,20000.00,1783421.51,11189850.51,home_delivery,PSE,,,,Cliente cambió de opinión
315,1090,103,2025-10-01 00:00:00,2025-10-01 16:00:00,2025-10-03 17:00:00,2025-10-15 17:00:00,,delivered,11157033.00,20000.00,2119836.27,13296869.27,home_delivery,PSE,,Necesito factura electrónica,,
316,1053,64,2026-02-01 00:00:00,2026-02-01 05:00:00,,,,preparing,6963696.00,10000.00,1323102.24,8296798.24,home_delivery,tarjeta_credito,233,,,
317,1168,190,2025-05-14 00:00:00,2025-05-14 13:00:00,2025-05-15 03:00:00,2025-05-19 03:00:00,,delivered,741215.00,8000.00,140830.85,890045.85,home_delivery,tarjeta_credito,401,,Producto empacado con protección adicional,
318,1177,201,2025-11-09 00:00:00,,,,2025-11-10 06:00:00,cancelled,2744806.00,15000.00,521513.14,3281319.14,home_delivery,tarjeta_debito,421,Necesito factura electrónica,,Encontró mejor precio en otra tienda
319,1081,92,2026-01-10 00:00:00,2026-01-10 13:00:00,2026-01-11 07:00:00,2026-01-19 07:00:00,,delivered,2501923.00,25000.00,475365.37,3002288.37,home_delivery,contraentrega,,,,
320,1092,106,2025-11-20 00:00:00,2025-11-20 21:00:00,2025-11-22 14:00:00,2025-12-04 14:00:00,,delivered,1773370.00,8000.00,336940.30,2118310.30,home_delivery,nequi,,,,
321,1450,496,2025-04-20 00:00:00,2025-04-20 15:00:00,2025-04-21 11:00:00,2025-04-23 11:00:00,,delivered,9775022.00,12000.00,1857254.18,11644276.18,home_delivery,tarjeta_debito,47,,,
322,1391,435,2025-08-23 00:00:00,2025-08-23 02:00:00,2025-08-24 19:00:00,2025-09-04 19:00:00,,delivered,7201563.00,10000.00,1368296.97,8579859.97,pickup_point,tarjeta_credito,80,,,
323,1205,232,2025-11-01 00:00:00,2025-11-01 07:00:00,,,2025-11-03 03:00:00,cancelled,3877016.00,15000.00,736633.04,4628649.04,pickup_point,nequi,,,,Cliente solicitó cancelación por viaje
324,1468,516,2025-08-26 00:00:00,2025-08-26 12:00:00,2025-08-28 10:00:00,2025-08-30 10:00:00,,delivered,4484598.00,12000.00,852073.62,5348671.62,home_delivery,tarjeta_debito,232,,,
325,1194,220,2025-05-23 00:00:00,2025-05-23 05:00:00,2025-05-25 10:00:00,2025-05-29 10:00:00,,delivered,1105744.00,0.00,210091.36,1315835.36,home_delivery,tarjeta_debito,355,,,
326,1316,353,2025-03-13 00:00:00,2025-03-13 19:00:00,2025-03-16 02:00:00,2025-03-20 02:00:00,,delivered,3030379.00,18000.00,575772.01,3624151.01,home_delivery,tarjeta_debito,524,,,
327,1398,442,2025-11-29 00:00:00,2025-11-29 06:00:00,2025-11-30 06:00:00,2025-12-09 06:00:00,,delivered,4268193.00,20000.00,810956.67,5099149.67,home_delivery,PSE,,,,
328,1302,338,2025-02-26 00:00:00,2025-02-26 16:00:00,2025-03-01 05:00:00,2025-03-04 05:00:00,,delivered,12062770.00,25000.00,2291926.30,14379696.30,home_delivery,tarjeta_credito,90,,,
329,1457,504,2025-11-04 00:00:00,2025-11-04 11:00:00,2025-11-06 21:00:00,2025-11-13 21:00:00,,delivered,14826300.00,12000.00,2816997.00,17655297.00,home_delivery,tarjeta_debito,453,,,
330,1211,239,2026-01-27 00:00:00,,,,2026-01-28 23:00:00,cancelled,1214865.00,0.00,230824.35,1445689.35,home_delivery,tarjeta_debito,198,,,Producto ya no es necesario
331,1214,242,2025-05-18 00:00:00,,,,2025-05-18 01:00:00,cancelled,10517510.00,10000.00,1998326.90,12525836.90,home_delivery,nequi,,,,Cliente cambió de opinión
332,1382,425,2025-11-09 00:00:00,2025-11-09 20:00:00,2025-11-12 15:00:00,2025-11-17 15:00:00,,delivered,27826571.00,15000.00,5287048.49,33128619.49,home_delivery,tarjeta_debito,461,,,
333,1383,426,2025-03-20 00:00:00,2025-03-20 14:00:00,2025-03-23 09:00:00,2025-03-26 09:00:00,,delivered,9933622.00,10000.00,1887388.18,11831010.18,home_delivery,tarjeta_credito,98,,,
334,1064,75,2025-07-06 00:00:00,2025-07-06 05:00:00,2025-07-08 04:00:00,2025-07-13 04:00:00,,delivered,10598.00,0.00,2013.62,12611.62,pickup_point,tarjeta_debito,66,,,
335,1330,370,2025-05-02 00:00:00,2025-05-02 19:00:00,2025-05-05 15:00:00,2025-05-14 15:00:00,,delivered,882694.00,0.00,167711.86,1050405.86,pickup_point,nequi,,,,
336,1261,292,2025-07-22 00:00:00,2025-07-22 07:00:00,2025-07-25 01:00:00,2025-07-30 01:00:00,,delivered,6164385.00,0.00,1171233.15,7335618.15,home_delivery,tarjeta_debito,301,,,
337,1185,210,2025-03-06 00:00:00,2025-03-06 20:00:00,2025-03-09 18:00:00,2025-03-17 18:00:00,,delivered,1742841.00,10000.00,331139.79,2083980.79,home_delivery,tarjeta_debito,504,,,
338,1436,481,2025-07-18 00:00:00,2025-07-18 22:00:00,2025-07-21 05:00:00,2025-07-31 05:00:00,,delivered,1388549.00,0.00,263824.31,1652373.31,home_delivery,tarjeta_credito,454,,,
339,1046,55,2025-05-21 00:00:00,2025-05-21 20:00:00,,,2025-05-22 02:00:00,cancelled,834218.00,0.00,158501.42,992719.42,home_delivery,PSE,,Dejar con el portero si no estoy,,Producto ya no es necesario
340,1415,460,2025-05-14 00:00:00,2025-05-14 16:00:00,2025-05-17 14:00:00,2025-05-28 14:00:00,,delivered,1953820.00,20000.00,371225.80,2345045.80,home_delivery,PSE,,,,
341,1336,377,2025-12-17 00:00:00,2025-12-17 11:00:00,2025-12-17 23:00:00,2025-12-24 23:00:00,,delivered,1849573.00,0.00,351418.87,2200991.87,home_delivery,tarjeta_debito,7,,Segunda compra del mes - verificar promociones,
342,1375,418,2025-12-06 00:00:00,,,,2025-12-07 03:00:00,cancelled,6910974.00,8000.00,1313085.06,8232059.06,home_delivery,PSE,,,,Encontró mejor precio en otra tienda
343,1043,52,2025-11-29 00:00:00,2025-11-29 21:00:00,2025-12-01 15:00:00,2025-12-07 15:00:00,,delivered,6400328.00,25000.00,1216062.32,7641390.32,home_delivery,tarjeta_debito,257,,,
344,1415,460,2025-09-17 00:00:00,2025-09-17 22:00:00,2025-09-18 14:00:00,2025-09-26 14:00:00,,delivered,4643522.00,12000.00,882269.18,5537791.18,home_delivery,tarjeta_credito,295,,,
345,1476,524,2025-11-25 00:00:00,2025-11-25 17:00:00,2025-11-28 07:00:00,2025-12-02 07:00:00,,delivered,49150.00,18000.00,9338.50,76488.50,home_delivery,nequi,,,,
346,1182,207,2025-12-13 00:00:00,2025-12-14 00:00:00,2025-12-14 20:00:00,2025-12-15 20:00:00,,delivered,830309.00,0.00,157758.71,988067.71,home_delivery,tarjeta_debito,332,,,
347,1062,73,2025-05-03 00:00:00,2025-05-03 15:00:00,2025-05-05 15:00:00,2025-05-15 15:00:00,,delivered,2705946.00,25000.00,514129.74,3245075.74,home_delivery,PSE,,,,
348,1185,210,2025-06-21 00:00:00,2025-06-21 23:00:00,2025-06-23 20:00:00,2025-06-29 20:00:00,,delivered,3559913.00,25000.00,676383.47,4261296.47,home_delivery,tarjeta_debito,504,,,
349,1174,198,2025-06-08 00:00:00,2025-06-08 07:00:00,2025-06-11 05:00:00,2025-06-20 05:00:00,,returned,9417253.00,8000.00,1789278.07,11214531.07,home_delivery,tarjeta_credito,392,,,
350,1256,287,2025-04-05 00:00:00,2025-04-05 18:00:00,2025-04-07 08:00:00,2025-04-09 08:00:00,,delivered,1340029.00,0.00,254605.51,1594634.51,home_delivery,tarjeta_credito,434,,,
351,1200,227,2025-12-14 00:00:00,2025-12-14 14:00:00,2025-12-15 04:00:00,2025-12-25 04:00:00,,delivered,2571490.00,20000.00,488583.10,3080073.10,pickup_point,tarjeta_credito,226,,,
352,1082,93,2025-06-30 00:00:00,2025-06-30 08:00:00,2025-07-02 18:00:00,2025-07-07 18:00:00,,delivered,416439.00,0.00,79123.41,495562.41,home_delivery,nequi,,,,
353,1326,365,2025-08-02 00:00:00,2025-08-03 00:00:00,2025-08-04 20:00:00,2025-08-06 20:00:00,,delivered,8173481.00,10000.00,1552961.39,9736442.39,home_delivery,tarjeta_debito,414,,,
354,1171,194,2025-02-19 00:00:00,2025-02-19 16:00:00,2025-02-22 00:00:00,2025-02-28 00:00:00,,delivered,6491061.00,15000.00,1233301.59,7739362.59,pickup_point,tarjeta_debito,270,Dejar con el portero si no estoy,,
355,1060,71,2025-09-27 00:00:00,2025-09-27 19:00:00,2025-09-30 18:00:00,2025-10-08 18:00:00,,delivered,10165839.00,15000.00,1931509.41,12112348.41,home_delivery,tarjeta_debito,108,,Producto empacado con protección adicional,
356,1103,120,2025-09-24 00:00:00,2025-09-24 13:00:00,2025-09-26 01:00:00,2025-09-27 01:00:00,,delivered,2288254.00,10000.00,434768.26,2733022.26,home_delivery,tarjeta_credito,283,Entregar preferiblemente en horas de la mañana,,
357,1158,180,2025-09-28 00:00:00,2025-09-28 08:00:00,2025-09-30 22:00:00,2025-10-01 22:00:00,,delivered,3323559.00,10000.00,631476.21,3965035.21,home_delivery,tarjeta_credito,470,Llamar antes de entregar,,
358,1404,448,2025-11-02 00:00:00,2025-11-02 19:00:00,,,2025-11-04 16:00:00,cancelled,1928598.00,10000.00,366433.62,2305031.62,home_delivery,tarjeta_debito,62,"Si no estoy, dejar con el vecino del apartamento 301",,Demora excesiva en el envío
359,1198,225,2025-06-03 00:00:00,2025-06-03 12:00:00,2025-06-05 10:00:00,2025-06-08 10:00:00,,delivered,25832826.00,18000.00,4908236.94,30759062.94,home_delivery,tarjeta_debito,82,,Cliente solicitó cambio de dirección post-compra,
360,1160,182,2025-09-07 00:00:00,2025-09-07 09:00:00,2025-09-08 19:00:00,2025-09-12 19:00:00,,delivered,7066153.00,10000.00,1342569.07,8418722.07,home_delivery,tarjeta_debito,176,Llamar antes de entregar,,
361,1218,246,2026-01-07 00:00:00,2026-01-07 23:00:00,2026-01-10 13:00:00,2026-01-13 13:00:00,,delivered,1607037.00,0.00,305337.03,1912374.03,home_delivery,tarjeta_debito,41,,,
362,1284,317,2025-12-13 00:00:00,2025-12-13 02:00:00,2025-12-15 22:00:00,2025-12-21 22:00:00,,returned,10401830.00,15000.00,1976347.70,12393177.70,home_delivery,tarjeta_credito,476,,,
363,1483,531,2026-01-17 00:00:00,2026-01-17 17:00:00,2026-01-19 05:00:00,2026-01-20 05:00:00,,delivered,1790760.00,0.00,340244.40,2131004.40,home_delivery,tarjeta_credito,547,,,
364,1005,7,2025-04-01 00:00:00,2025-04-01 09:00:00,2025-04-03 07:00:00,2025-04-08 07:00:00,,delivered,6481867.00,25000.00,1231554.73,7738421.73,home_delivery,daviplata,,,,
365,1290,325,2026-01-16 00:00:00,2026-01-16 07:00:00,2026-01-18 19:00:00,2026-01-25 19:00:00,,delivered,3078745.00,8000.00,584961.55,3671706.55,home_delivery,tarjeta_debito,271,,,
366,1148,169,2025-04-29 00:00:00,2025-04-29 17:00:00,2025-05-01 00:00:00,2025-05-02 00:00:00,,delivered,4084426.00,8000.00,776040.94,4868466.94,home_delivery,PSE,,Necesito factura electrónica,,
367,1297,333,2025-04-12 00:00:00,2025-04-12 22:00:00,2025-04-14 17:00:00,2025-04-23 17:00:00,,delivered,898570.00,0.00,170728.30,1069298.30,home_delivery,PSE,,,Cliente premium - envío express autorizado,
368,1448,494,2026-02-03 00:00:00,2026-02-03 02:00:00,2026-02-04 18:00:00,,,shipped,6010394.00,10000.00,1141974.86,7162368.86,home_delivery,nequi,,,,
369,1227,256,2025-03-05 00:00:00,2025-03-05 09:00:00,2025-03-07 11:00:00,2025-03-19 11:00:00,,delivered,14093527.00,25000.00,2677770.13,16796297.13,home_delivery,PSE,,,Segunda compra del mes - verificar promociones,
370,1372,415,2025-08-01 00:00:00,2025-08-01 18:00:00,2025-08-04 17:00:00,2025-08-14 17:00:00,,delivered,402283.00,0.00,76433.77,478716.77,home_delivery,tarjeta_credito,531,,,
371,1379,422,2025-05-05 00:00:00,2025-05-05 11:00:00,2025-05-07 21:00:00,2025-05-08 21:00:00,,delivered,21988429.00,15000.00,4177801.51,26181230.51,pickup_point,tarjeta_credito,467,,,
372,1473,521,2025-11-27 00:00:00,2025-11-27 17:00:00,2025-11-30 12:00:00,2025-12-01 12:00:00,,delivered,556794.00,0.00,105790.86,662584.86,pickup_point,nequi,,,Orden retenida por verificación de seguridad - liberada,
373,1298,334,2025-10-27 00:00:00,2025-10-27 12:00:00,2025-10-29 20:00:00,2025-11-04 20:00:00,,delivered,2921195.00,18000.00,555027.05,3494222.05,pickup_point,tarjeta_debito,482,Prefiero entrega en la tarde después de las 2pm,,
374,1302,338,2025-12-21 00:00:00,2025-12-21 10:00:00,,,2025-12-21 21:00:00,cancelled,532857.00,25000.00,101242.83,659099.83,pickup_point,tarjeta_credito,90,,,Cliente solicitó cancelación por viaje
375,1361,403,2025-07-06 00:00:00,2025-07-06 03:00:00,2025-07-07 11:00:00,2025-07-08 11:00:00,,delivered,1561230.00,0.00,296633.70,1857863.70,home_delivery,PSE,,,,
376,1272,305,2025-10-29 00:00:00,2025-10-29 16:00:00,2025-10-31 17:00:00,2025-11-03 17:00:00,,delivered,705477.00,0.00,134040.63,839517.63,home_delivery,tarjeta_debito,264,Necesito factura electrónica,,
377,1367,410,2026-01-30 00:00:00,2026-01-30 06:00:00,2026-01-31 17:00:00,2026-02-04 17:00:00,,delivered,20031554.00,0.00,3805995.26,23837549.26,home_delivery,nequi,,,,
378,1298,334,2026-01-19 00:00:00,2026-01-19 18:00:00,2026-01-21 05:00:00,2026-01-31 05:00:00,,returned,9021418.00,10000.00,1714069.42,10745487.42,home_delivery,tarjeta_credito,482,,,
379,1141,162,2025-03-31 00:00:00,2025-03-31 12:00:00,2025-04-02 10:00:00,2025-04-07 10:00:00,,delivered,2279879.00,0.00,433177.01,2713056.01,home_delivery,PSE,,,,
380,1073,84,2025-08-20 00:00:00,2025-08-20 16:00:00,,,2025-08-21 14:00:00,cancelled,1784496.00,12000.00,339054.24,2135550.24,home_delivery,daviplata,,,,Dirección de entrega incorrecta
381,1008,11,2025-07-09 00:00:00,2025-07-10 00:00:00,,,2025-07-10 23:00:00,cancelled,20989144.00,12000.00,3987937.36,24989081.36,home_delivery,PSE,,,,Error al realizar el pedido
